,0,1,2,3,4
0,0.0,100.0,3.00324817,6.00649634,6.03517463
1,-13.129356679143763,99.13435324443198,3.00324817,6.00649634,6.03517463
2,13.129356679143763,99.13435324443198,3.00324817,6.00649634,6.03517463
3,-26.03141060326391,96.552398530561,3.00324817,6.00649634,6.03517463
4,26.03141060326391,96.552398530561,3.00324817,6.00649634,6.03517463
5,-38.48278878200919,92.29883513652416,3.00324817,6.00649634,6.03517463
6,38.48278878200919,92.29883513652416,3.00324817,6.00649634,6.03517463
7,-50.26792032819776,86.44730294160694,3.00324817,6.00649634,6.03517463
8,50.26792032819776,86.44730294160694,3.00324817,6.00649634,6.03517463
9,-61.18276865466869,79.09910757871602,3.00324817,6.00649634,6.03517463
10,61.18276865466869,79.09910757871602,3.00324817,6.00649634,6.03517463
11,-71.0383639908494,70.38146660523343,3.00324817,6.00649634,6.03517463
12,71.0383639908494,70.38146660523343,3.00324817,6.00649634,6.03517463
13,-79.66407505968287,60.445307054271915,3.00324817,6.00649634,6.03517463
14,79.66407505968287,60.445307054271915,3.00324817,6.00649634,6.03517463
15,-86.91056327117315,49.46265249546783,3.00324817,6.00649634,6.03517463
16,86.91056327117315,49.46265249546783,3.00324817,6.00649634,6.03517463
17,-92.65236828512451,37.62364484147774,3.00324817,6.00649634,6.03517463
18,92.65236828512451,37.62364484147774,3.00324817,6.00649634,6.03517463
19,-96.79008017751532,25.133252460239902,3.00324817,6.00649634,6.03517463
20,96.79008017751532,25.133252460239902,3.00324817,6.00649634,6.03517463
21,-99.25206060188091,12.207721584331642,3.00324817,6.00649634,6.03517463
22,99.25206060188091,12.207721584331642,3.00324817,6.00649634,6.03517463
23,-99.99568314517516,-0.9291675466414762,3.00324817,6.00649634,6.03517463
24,99.99568314517516,-0.9291675466414762,3.00324817,6.00649634,6.03517463
25,-99.00807140166059,-14.049974993702937,3.00324817,6.00649634,6.03517463
26,99.00807140166059,-14.049974993702937,3.00324817,6.00649634,6.03517463
27,-96.30632198433014,-26.927538800464664,3.00324817,6.00649634,6.03517463
28,96.30632198433014,-26.927538800464664,3.00324817,6.00649634,6.03517463
29,-91.93720861063706,-39.338907876098986,3.00324817,6.00649634,6.03517463
30,91.93720861063706,-39.338907876098986,3.00324817,6.00649634,6.03517463
31,-85.97637238352014,-51.06920198877475,3.00324817,6.00649634,6.03517463
32,85.97637238352014,-51.06920198877475,3.00324817,6.00649634,6.03517463
33,-78.5270122843134,-61.915332040612455,3.00324817,6.00649634,6.03517463
34,78.5270122843134,-61.915332040612455,3.00324817,6.00649634,6.03517463
35,-69.71809854711188,-71.68951621384535,3.00324817,6.00649634,6.03517463
36,69.71809854711188,-71.68951621384535,3.00324817,6.00649634,6.03517463
37,-59.702139844716214,-80.22253111166431,3.00324817,6.00649634,6.03517463
38,59.702139844716214,-80.22253111166431,3.00324817,6.00649634,6.03517463
39,-48.652542941378165,-87.36664160500479,3.00324817,6.00649634,6.03517463
40,48.652542941378165,-87.36664160500479,3.00324817,6.00649634,6.03517463
41,-36.760610523468635,-92.99815865887801,3.00324817,6.00649634,6.03517463
42,36.760610523468635,-92.99815865887801,3.00324817,6.00649634,6.03517463
43,-24.232229183723536,-97.01958085246244,3.00324817,6.00649634,6.03517463
44,24.232229183723536,-97.01958085246244,3.00324817,6.00649634,6.03517463
45,-11.284304899426779,-99.36128251455278,3.00324817,6.00649634,6.03517463
46,11.284304899426779,-99.36128251455278,3.00324817,6.00649634,6.03517463
47,0.0,111.88526676188643,3.00324817,6.00649634,6.03517463
48,-11.021753730343,111.34106997458825,3.00324817,6.00649634,6.03517463
49,11.021753730343,111.34106997458825,3.00324817,6.00649634,6.03517463
50,-21.93629605055577,109.71377230758615,3.00324817,6.00649634,6.03517463
51,21.93629605055577,109.71377230758615,3.00324817,6.00649634,6.03517463
52,-32.63745249922189,107.01920207485908,3.00324817,6.00649634,6.03517463
53,32.63745249922189,107.01920207485908,3.00324817,6.00649634,6.03517463
54,-43.021124113233505,103.28356983766705,3.00324817,6.00649634,6.03517463
55,43.021124113233505,103.28356983766705,3.00324817,6.00649634,6.03517463
56,-52.98630008950641,98.54321347106182,3.00324817,6.00649634,6.03517463
57,52.98630008950641,98.54321347106182,3.00324817,6.00649634,6.03517463
58,-62.436040410378055,92.84424471259447,3.00324817,6.00649634,6.03517463
59,62.436040410378055,92.84424471259447,3.00324817,6.00649634,6.03517463
60,-71.2784188737113,86.24210063096935,3.00324817,6.00649634,6.03517463
61,71.2784188737113,86.24210063096935,3.00324817,6.00649634,6.03517463
62,-79.42741735383876,78.80100437734028,3.00324817,6.00649634,6.03517463
63,79.42741735383876,78.80100437734028,3.00324817,6.00649634,6.03517463
64,-86.80376259383893,70.59334046445838,3.00324817,6.00649634,6.03517463
65,86.80376259383893,70.59334046445838,3.00324817,6.00649634,6.03517463
66,-93.33569738862448,61.69895065037658,3.00324817,6.00649634,6.03517463
67,93.33569738862448,61.69895065037658,3.00324817,6.00649634,6.03517463
68,-98.95967865650422,52.20435727580516,3.00324817,6.00649634,6.03517463
69,98.95967865650422,52.20435727580516,3.00324817,6.00649634,6.03517463
70,-103.62099560805022,42.20192160998032,3.00324817,6.00649634,6.03517463
71,103.62099560805022,42.20192160998032,3.00324817,6.00649634,6.03517463
72,-107.27430199833944,31.788945392188687,3.00324817,6.00649634,6.03517463
73,107.27430199833944,31.788945392188687,3.00324817,6.00649634,6.03517463
74,-109.8840572843867,21.06672430873175,3.00324817,6.00649634,6.03517463
75,109.8840572843867,21.06672430873175,3.00324817,6.00649634,6.03517463
76,-111.42487239571237,10.1395626127414,3.00324817,6.00649634,6.03517463
77,111.42487239571237,10.1395626127414,3.00324817,6.00649634,6.03517463
78,-111.88175675387431,-0.8862415276818396,3.00324817,6.00649634,6.03517463
79,111.88175675387431,-0.8862415276818396,3.00324817,6.00649634,6.03517463
80,-111.25026413741371,-11.903430082718598,3.00324817,6.00649634,6.03517463
81,111.25026413741371,-11.903430082718598,3.00324817,6.00649634,6.03517463
82,-109.53653597267315,-22.804828556377487,3.00324817,6.00649634,6.03517463
83,109.53653597267315,-22.804828556377487,3.00324817,6.00649634,6.03517463
84,-106.75724162877128,-33.4843885742988,3.00324817,6.00649634,6.03517463
85,106.75724162877128,-33.4843885742988,3.00324817,6.00649634,6.03517463
86,-102.93941629695426,-43.83821952156398,3.00324817,6.00649634,6.03517463
87,102.93941629695426,-43.83821952156398,3.00324817,6.00649634,6.03517463
88,-98.12019803084372,-53.76559919471279,3.00324817,6.00649634,6.03517463
89,98.12019803084372,-53.76559919471279,3.00324817,6.00649634,6.03517463
90,-92.3464665050716,-63.169953636251584,3.00324817,6.00649634,6.03517463
91,92.3464665050716,-63.169953636251584,3.00324817,6.00649634,6.03517463
92,-85.67438700589214,-71.95979661966192,3.00324817,6.00649634,6.03517463
93,85.67438700589214,-71.95979661966192,3.00324817,6.00649634,6.03517463
94,-78.16886408928653,-80.04961964537456,3.00324817,6.00649634,6.03517463
95,78.16886408928653,-80.04961964537456,3.00324817,6.00649634,6.03517463
96,-69.90291022086213,-87.3607237895416,3.00324817,6.00649634,6.03517463
97,69.90291022086213,-87.3607237895416,3.00324817,6.00649634,6.03517463
98,-60.95693553894115,-93.82198531303769,3.00324817,6.00649634,6.03517463
99,60.95693553894115,-93.82198531303769,3.00324817,6.00649634,6.03517463
100,-51.4179656495917,-99.37054758244969,3.00324817,6.00649634,6.03517463
101,51.4179656495917,-99.37054758244969,3.00324817,6.00649634,6.03517463
102,-41.37879506250721,-103.95243257160227,3.00324817,6.00649634,6.03517463
103,41.37879506250721,-103.95243257160227,3.00324817,6.00649634,6.03517463
104,-30.93708450278164,-107.52306599444715,3.00324817,6.00649634,6.03517463
105,30.93708450278164,-107.52306599444715,3.00324817,6.00649634,6.03517463
106,-20.19441087966069,-110.0477109603009,3.00324817,6.00649634,6.03517463
107,20.19441087966069,-110.0477109603009,3.00324817,6.00649634,6.03517463
108,-9.255279153965033,-111.50180593228376,3.00324817,6.00649634,6.03517463
109,9.255279153965033,-111.50180593228376,3.00324817,6.00649634,6.03517463
110,0.0,123.80887934537286,3.00324817,6.00649634,6.03517463
111,-11.024217177617217,123.31709224749756,3.00324817,6.00649634,6.03517463
112,11.024217177617217,123.31709224749756,3.00324817,6.00649634,6.03517463
113,-21.960860968337908,121.84563673060445,3.00324817,6.00649634,6.03517463
114,21.960860968337908,121.84563673060445,3.00324817,6.00649634,6.03517463
115,-32.72304712810438,119.40620080803573,3.00324817,6.00649634,6.03517463
116,32.72304712810438,119.40620080803573,3.00324817,6.00649634,6.03517463
117,-43.225277110740016,116.01816247233374,3.00324817,6.00649634,6.03517463
118,43.225277110740016,116.01816247233374,3.00324817,6.00649634,6.03517463
119,-53.384117302068525,111.7084357809923,3.00324817,6.00649634,6.03517463
120,53.384117302068525,111.7084357809923,3.00324817,6.00649634,6.03517463
121,-63.118861853024534,106.51125707236723,3.00324817,6.00649634,6.03517463
122,63.118861853024534,106.51125707236723,3.00324817,6.00649634,6.03517463
